mall_name,address,longitude,latitude 
贪吃一番街,双清路88号华源世纪商务楼1-3层,116.3349,39.9962
物美大卖场,新街口北大街1号新华百货B1层,116.3712,39.9474
绿地缤纷城,天星街1号院,116.1609,39.7564
凯德晶品购物中心,复兴路51号,116.2972,39.9082
世界之花假日广场,久敬庄路与德贤路交叉口西南角,116.4224,39.8194
万达广场,玉林西路145号,116.3557,39.8608
银座mall,东直门外大街48号,116.4357,39.9403
北京印象城,翠微路12号新华联商业大厦,116.3041,39.9118
中昂时代广场,门头沟路9号博物馆对面,116.0966,39.9437
方庄购物中心,蒲芳路24号,116.4288,39.8655
上品折扣,回龙观西大街16号龙冠商务中心B座,116.3353,40.0793
赛特购物中心,建国门外大街22号,116.4417,39.9076
华创生活广场,林翠西里16号楼,116.3726,40.0101
盛景国际广场,石景山路31号盛景国际大厦一层,116.2015,39.9082
扑满山,宋庄路71号院扑满山大厦1-3层,116.4264,39.8455
朝阳商业大楼,西坝河中里34号,116.4396,39.9618
千禧商业街,靛厂路千禧商业街A-D座,116.2835,39.8900
百盛,复兴门内大街101号,116.3584,39.9089
贵友大厦,云景东路1号,116.6668,39.8841
甘家口百货,三里河路17号,116.3334,39.9275
天键广场,枣园路印刷学院附属小学对面,116.3143,39.7526
易事达购物休闲广场,秋实街1号,116.4219,40.0423
越都荟,广安门外大街178号,116.3374,39.8894
城乡世纪广场,科创五街38号,116.5328,39.8021
天丰利市场,和平西街21号,116.4176,39.9627
国华商场,宣武门西大街18号,116.3640,39.8990
复兴商业城,复兴门外大街4号,116.3496,39.9067
搜秀购物广场,崇文门外大街40号,116.4194,39.8964
光耀东方广场,羊坊店路18号,116.3222,39.8994
新世界百货,崇文门外大街3-5号,116.4176,39.8980
凯德MALL,南三环西路16号,116.3670,39.8548
苏宁生活广场,朝阳路与八里庄路交叉口西北角,116.4947,39.9161
当代商城,阜石路165号,116.1967,39.9254
中发百旺商城,圆明园西路18号,116.2767,40.0292
燕莎奥特莱斯购物中心,东四环南路9号,116.4864,39.8780
工美大厦,王府井大街200号,116.4119,39.9109
易事达,孙河康营中路康营家园,116.5436,40.0353
西单觅食森林,西单北大街111号觅食森林,116.3734,39.9134
新荟城,望京阜通西大街东园一区120号,116.4821,39.9987
永旺梦乐城国际商城,北清路1号,116.2900,40.0960
时代Life购物中心,蒲方路芳星园二区6号楼,116.4354,39.8656
上品＋,北苑路甲13号,116.4171,40.0318
合生广场,永外路果园8号,116.3978,39.8562
华宇时尚购物中心,中关村南大街2号,116.3232,39.9650
百荣世贸商城,永定门外大街101号,116.3984,39.8609
京粮广场,田村路43号,116.2539,39.9311
新世界百货,广顺南大街16号,116.4805,39.9866
乐多港奥特莱斯购物中心,旧西路与京藏高速交叉口西北角,116.1897,40.2305
北京华联上地购物中心,农大南路1号硅谷亮城1号楼,116.3118,40.0286
翠微百货,复兴路33号、29号,116.3039,39.9084
当代商城,中关村大街40号,116.3211,39.9704
方恒购物中心,阜通东大街6号院,116.4824,39.9902
天通苑万优汇UNIT ONE,立汤路188号,116.4152,40.0570
3.3大厦,三里屯路33号,116.4546,39.9367
金泉广场,北苑路与大屯路交叉口西北角,116.4156,40.0052
王府井购物中心,白纸坊街道右安门内大街万博苑7号楼,116.3649,39.8719
BHG Mall购物中心,朝阳北路17号,116.5975,39.9263
城乡购物中心,复兴路甲23号,116.3075,39.9088
西点mall购物中心,永定路88号,116.2652,39.9052
华联商厦,成府路28号五道口商业中心,116.3394,39.9921
翠微百货,花园路2号翠微百货,116.3664,39.9773
泰华龙旗购物中心,黄平路19号,116.3474,40.0669
BHG Mall北京华联公益西桥购物中心,公益西街与马家堡西路交口西南角,116.3694,39.8343
太阳飘亮购物中心,安立路68号,116.4092,39.9977
上品折扣,西翠路5号今日商业中心一层、二层,116.2804,39.9005
新燕莎金街购物广场,王府井大街301号,116.4107,39.9098
上品折扣,草桥东路1号,116.3583,39.8510
华联商厦,龙背村路99号院,116.2709,40.0155
天虹,左家庄北里58号,116.4423,39.9589
远洋未来汇,东四环中路58号,116.4922,39.9161
比如世界购物中心,京顺路111号,116.4617,39.9684
翠微百货,大成路8号,116.2653,39.8881
北京台湾街,石景山路2号,116.2364,39.9044
新街口百货商场,新街口南大街7号,116.3725,39.9401
华冠购物中心,良乡秋树街38号,116.1393,39.7349
尚街购物中心,甘露园南里25号,116.5175,39.9169
丽都广场,将台路6号,116.4788,39.9770
SOHO尚都,东大桥路8号,116.4515,39.9189
丰联广场,朝阳门外大街18号,116.4386,39.9237
泰禾里,新源大街与兴华大街交汇处东北角,116.3206,39.7131
京港城生活广场,光彩路京深海鲜市场对面,116.4146,39.8406
万科时代中心,朝阳路十里堡甲3号院甲1号,116.5026,39.9152
阳光新城市广场,朝阳路十里堡乙2号院,116.5054,39.9152
第5大道精品休闲购物广场,慧忠北里309-6号,116.4075,40.0029
国泰百货,双桥路2号,116.5777,39.9083
护国新天地,护国寺街85号,116.3755,39.9354
万科时代中心·望京,望京街9号望京新城B区,116.4833,39.9890
久隆百货,酒仙桥路39号,116.4950,39.9621
翠微广场,复兴路29号,116.3054,39.9083
五道口购物广场,五道口新村4号,116.3399,39.9854
百汇商城,建材城西路22号,116.3434,40.0619
华联商厦,广顺北大街33号望京凯德MALL,116.4689,39.9925
都汇天地,新源南路1号,116.4600,39.9497
BHG Mall购物中心,杨庄北里52号天时名苑小区14号楼,116.6363,39.9038
北店时代广场,回龙观西大街D05区,116.3378,40.0806
上品宜购,马连道路10号2-3层,116.3271,39.8830
铭泽生活广场,周庄村52号,116.4769,39.8641
嘉茂购物中心·西直门,西外大街1号凯德MALL2层207,116.3528,39.9411
乐家购物中心,京良路10号,116.3327,39.7996
百联清城购物中心,兴华大街三段3号,116.3316,39.7387
米兰life,西三环南路10号,116.3124,39.8799
燕赛奥特莱斯,鼓楼南大街3号,116.8453,40.3746
百尚生活广场,马驹桥兴华中街潼关三区9号楼,116.5449,39.7530
高和萃,东三环北路甲26号楼博瑞大厦,116.4624,39.9284
阳光商厦,府学路29号,116.2442,40.2213
华尚金泰广场,长阳镇怡和北路3号院1号楼,116.2126,39.7615
顶秀美泉小镇欧洲风情商业街,雁栖镇范各庄村,116.6727,40.3707
young街样街,西单北大街131号young街9层,116.3731,39.9106
共享际,东四九条88号共享际内,116.4182,39.9327
贵友大厦,远大路1号金源新燕莎MALL中部1-3楼,116.2873,39.9583
国泰宏城生活购物广场,前进花园石门苑甲13号,116.6345,40.1297
日购商城,慧忠北里309-6号第五大道精品休闲购物广场B1层,116.4070,40.0033
李老社区商业中心,通朝大街与怡乐中路交叉口东南角,116.6356,39.8909
华联购物广场,永顺镇物资学院路18号,116.6400,39.9234
永安路百货商场,永安路143号,116.3886,39.8864
新世纪商城,鼓楼南大街17号新世纪商城F2层,116.2333,40.2191
国泰谊宾商城,义宾街与站前北街交叉口北150米,116.6464,40.1331
共享际,建国门外大街1号,116.4592,39.9118
华创生活广场,红坊路6号,116.4742,39.8287
梦秀欢乐广场,望京西路歌华有线对面,116.4570,39.9936
米拉广场,新海东路1号楼,116.5456,39.7602
资和信百货商场,西四环南路1号,116.2852,39.8380
道尔泰商城,小营路6号,116.4261,39.9965
新华百货,新街口北大街1号,116.3715,39.9474
华联商城,回龙观镇龙禧苑15号楼1至2层03号1层,116.3337,40.0806
五棵松购物中心,复兴路69号中铁广场旁,116.2777,39.9132
富贵园购物中心,广渠门内大街35-7号,116.4327,39.8939
上品折扣,香宾路66-1号,116.4638,40.0167
环球新意百货,妫水北街46号金锣湾商业中心,115.9756,40.4615
阳光新生活广场,九棵树西路48号,116.6563,39.8898
新年华购物中心,马连道路25号,116.3257,39.8773
北京国海广场,复兴路17号国海广场,116.3137,39.9083
华冠天地,昊天北大街48号,116.1690,39.7714
枫尚世纪奥特莱斯购物广场,顺义区后沙峪镇裕民大街45号院,116.5424,40.1056
春平购物广场,工人体育场东路20号,116.4512,39.9242
迪佳广场,万柳中路6号院,116.2975,39.9689
k酷时尚广场,北苑路42号,116.4189,40.0333
西宸广场,首经贸中街北,116.3210,39.8447
国泰百货,八里桥南街1号院北苑路口通典铭居底商,116.6352,39.9069
活力东方购物广场,姚家园路甲1号,116.5222,39.9405
富卓大厦,宣武外大街28号,116.3751,39.8940
贵友大厦,建国门外大街甲5号,116.4511,39.9091
和美购物广场,文化北街7号,117.1101,40.1433
隆华奥特莱斯,贯通路18号,116.6423,40.1290
佳亿·青年汇,青年路与朝阳北路交口南100米,116.5172,39.9217
华冠天地,房山西大街2号,115.9838,39.7021
佳运广场,东小口立水桥佳运园小区26号楼,116.4040,40.0470
玉泉商业生活中心,茶棚路北坞嘉园南里北坞幼儿园东行100米,116.2516,39.9761
