mall_name,address,longitude,latitude 
新江湾城生活广场,国浩路与政和路交叉口东南角,121.5173,31.3352
大宁音乐广场,万荣路777号,121.4439,31.2807
百盛,淮海中路918号,121.4592,31.2175
百联中环购物广场,真光路1288号,121.3837,31.2456
吾悦广场,淀山湖大道218号,121.0954,31.1445
文峰广场,张杨北路801号,121.5874,31.2722
东航•云锦天地 MUPLAZA,龙兰路277号,121.4565,31.1659
巴黎春天,浦建路118号,121.5200,31.2085
西云楼,洪德路202号-400号,121.2604,31.3579
悠方,殷行路1388号,121.5078,31.3300
新世界城,南京西路2-68号,121.4740,31.2349
中冶祥腾城市广场,真南路4368弄,121.3228,31.2957
富荟广场,樱花路80弄,121.5444,31.2042
宝乐汇生活时尚中心,牡丹江路1569号,121.4854,31.3991
贝尚坊,沪亭北路350弄,121.3177,31.1455
百联南方购物中心,沪闵路7388号,121.4011,31.1317
大华虎城嘉年华广场,大华路352号,121.4139,31.2699
恒基688广场,南京西路688号,121.4645,31.2316
三邻桥体育文化园,江杨南路485号,121.4686,31.3176
宝地广场,唐山路1018号,121.5116,31.2612
青浦宝龙广场,赵巷镇汇金路590号,121.1530,31.1614
保利悦活荟,泗宝路41号,121.2606,31.1162
乐坊松汇生活广场,松汇中路568号鹿都国际商业广场内,121.2355,31.0057
融创精彩天地-上海浦兴,五莲路1333号,121.5978,31.2766
漫选·小马路,长宁路上海地铁2号线中山公园站3/4号口,121.4197,31.2192
陆家嘴1885广场,商城路665号,121.5183,31.2315
青浦万达茂广场,淀山湖大道首创禧悦旁,121.0828,31.1334
保利·悦活荟,长江西路380号,121.4758,31.3430
宏伊国际广场,南京东路299号,121.4846,31.2369
维璟广场,七莘路1507号,121.3635,31.1308
汇智国际商业中心,金科路3057号,121.6016,31.2034
新理想广场,荣乐西路860号,121.1967,31.0170
宝龙城市广场,金海路2505号,121.6534,31.2664
万达广场,龙皓路1088号,121.3350,30.7543
滨江光合新座,浦东大道1559号,121.5390,31.2446
百联奥特莱斯,沪青平公路2888号,121.2284,31.1561
乐荟天地,高科西路899号,121.5082,31.1857
近铁城市广场,真北路788、818号,121.3809,31.2318
禹洲商业广场,沪南公路9928号,121.7387,31.0394
中建广场,东明路高科西路地铁站4出口,121.5083,31.1860
中信泰富万达广场,胜辛路447号,121.2546,31.3308
国家会展中心商业广场,盈港东路158号,121.3033,31.1877
南翔太茂商业广场,丰翔路3168号,121.3252,31.2989
紫荆广场,控江路1628号,121.5167,31.2750
丁香国际商业中心,丁香路858号,121.5510,31.2251
百联滨江购物中心,平凉路1399号,121.5377,31.2650
碧江广场,鹤庆路900号,121.4042,31.0064
