,mall_name,address,longitude,latitude,latitude 
435,银石广场购物中心,红星路三段99号,104.0798,,30.6531
436,城西优品道广场,青羊大道99号,104.0072,,30.6643
437,COSMO财富中心,大业路6号,104.0703,,30.6523
438,凯德广场,盛和一路99号,104.063,,30.6018
439,BHG Mall购物中心,锦华路172号,103.9872,,30.5713
440,银泰城,益州大道1999号,104.0581,,30.541
441,苏宁广场·城市奥特莱斯,天府大道北段8号,104.0662,,30.6016
442,优客城市奥特莱斯,建设路55号,104.0995,,30.6676
443,卓锦曼购中心,枫树街2号,104.1362,,30.5955
444,佛罗伦萨小镇成都名品奥特莱斯,银杏路888号,103.8404,,30.8104
445,伊势丹,大科甲巷6号,104.0793,,30.6548
446,万达广场,赵镇瑞居绿岛,104.4168,,30.853
447,万达广场,二环路东五段68号,104.0965,,30.6209
448,万达广场,日月大道一段978号,103.9733,,30.6759
449,伊藤洋华堂,天府二街999号,104.0443,,30.5502
450,王府井购物中心,科华中路2号,104.0759,,30.6188
451,恒大广场,提督街99号,104.0743,,30.6614
452,连卡佛LaneCrawford,红星路步行街3段1号ifs国际金融中心3，4层,104.081,,30.6551
453,万达广场,一环路北三段1号,104.0745,,30.6866
454,UPARK公园+,富华北路666号,104.0398,,30.5549
455,天虹百货,锦城大道666号奥克斯广场西区B1-4层,104.0615,,30.5762
456,仁和春天广场,石羊场街道仁和村,104.0525,,30.5871
457,奥克斯广场,锦城大道666号,104.0615,,30.5763
458,百伦广场,小北街老百姓花园,103.8863,,30.8105
459,吾悦广场,桃都大道888号,104.2407,,30.578
460,凯德广场,交大路183号,104.0446,,30.7031
461,茂业百货,总府路12号天桥下边,104.0786,,30.6577
462,今站购物中心,天府广场负一楼,104.066,,30.6574
463,万达广场,望从东路347号,103.9063,,30.8079
464,鹏瑞利青羊广场,光华大道一段光华北三路55号,103.9621,,30.6703
465,东航中心,临港路一段32号,103.9756,,30.5653
466,建发·鹭洲里,天府二街1033号,104.0431,,30.5503
467,上古天地,龙潭路33号,104.1657,,30.7042
468,龙湖成都北城天街,五块石路1号,104.0656,,30.7099
469,SM城市广场,二环路东二段29号,104.1123,,30.6685
470,时代·奥特莱斯,双楠大道99号,103.9446,,30.6027
471,伊藤广场,喜树街35号,104.1561,,30.6047
472,西村大院商场,苏坡东路33号,104.002,,30.6713
473,成都339购物中心,猛追湾街94号,104.0935,,30.6615
474,新世界百货,顺城街8号,104.0716,,30.656
475,凯德广场,万科路9号,104.1529,,30.6268
476,华润广场,二环路东五段239号,104.0904,,30.62
477,华熙528艺术村,成龙大道与银木街交汇处,104.146,,30.5887
478,九方购物中心,天府大道88号,104.065,,30.5899
479,银海中心,一环路北四段108号,104.0869,,30.6799
480,玉林生活广场,玉林南路15号,104.0578,,30.6204
481,旭海时代广场,雄州大道南段389号,104.5414,,30.4063
482,益州国际广场,益州大道南段588号,104.0554,,30.5275
483,花样年·福年广场,高新区天府三街吉泰路666号,104.0648,,30.5477
484,懿润百货,新中路77号,104.1611,,30.8249
485,晶融汇,东大街99号,104.0817,,30.6518
486,莱蒙都会,二环路南四段51号,104.0341,,30.6319
487,建设路第五大道,建设路26号,104.1025,,30.6693
488,茂业天地,东御街19号,104.0702,,30.657
489,泛悦mall,长荣路66号,104.0788,,30.6127
490,中环广场,顺城街8号,104.0717,,30.6563
491,仁和春天百货,二环路西二段19号,104.0205,,30.663
492,春熙village,东大街上东大街段111号,104.0728,,30.6556
493,世茂大厦,猛追湾横街99号,104.0945,,30.6702
494,华宇广场,上沙河铺街789号,104.1216,,30.6235
495,万达广场,东升街道星空路二段399号,103.9268,,30.5962
496,未来中心,东风路26号,104.0954,,30.6509
497,万达广场,永安路与创业北街交叉口旁,104.27,,30.5663
498,乐天百货,天府大道北段1700号新世纪环球中心-1层到4层,104.0649,,30.5681
499,中国铁建广场,十里店路31号,104.1431,,30.6801
500,新天泽国际广场,松青路1099号,106.4805,,29.4748
501,万达广场,经纬大道,106.4752,,29.5435
502,重百商场,小龙坎新街77号,106.4632,,29.5581
503,重庆星光68广场,洋河一路68号,106.5314,,29.5783
504,解放碑英利大融城,解放碑民权路26号八一广场对面,106.5751,,29.5563
505,融汇泉里小镇,梨树湾汇泉路1号,106.4399,,29.5434
506,大融汇商城,新华路88号,106.5854,,29.5618
507,CITY城市广场,南坪惠工路13号,106.5645,,29.5254
508,新世界百货,观音桥步行街6号,106.533,,29.574
509,重庆砂之船奥特莱斯,奥特莱斯路1号,106.5651,,29.6303
510,街头艺术广场,新华路玉兔北30米,106.5755,,29.5534
511,泽科星泽汇,群慧路7号,106.592,,29.5843
512,茂业天地,建新北路16号,106.5312,,29.5774
513,龙湖西城天街,杨家坪步行街珠江路48号,106.5175,,29.5108
514,凯德广场,西郊三村2号,106.5123,,29.5004
515,鎏嘉码头,北滨路一号,106.5603,,29.5705
516,N37·月光之城,金开大道1218号,106.5614,,29.6654
517,解放碑商业大厦,八一路168号,106.577,,29.5561
518,大洋百货,西郊路3号,106.5147,,29.5078
519,远东百货,北城天街6号北城天街购物广场4层,106.5338,,29.5783
520,新光天地,龙溪街道红锦大道89号,106.5217,,29.5947
521,协信星光广场,五一路大都会旁,106.5808,,29.5585
522,重庆时代广场,邹容路100号,106.5772,,29.5581
523,新世纪百货奥特莱斯,建新北路一支路3号附2-3号,106.5348,,29.5754
524,弹子石万象汇,腾龙大道洋人街转盘西行200米路北,106.5997,,29.6018
525,凯德广场,小新街29号,106.4629,,29.5568
526,万达广场,江南大道8号星光时代广场对面,106.5691,,29.5259
527,新世纪百货,石油路174号,106.5127,,29.5378
528,协信星光时代广场,江南大道28号,106.5714,,29.5226
529,八一广场,八一路238号,106.5766,,29.555
530,CIC天和里购物中心,观音桥步行街10号新上海商业广场旁边,106.5343,,29.5741
531,商社汇巴南购物中心,新市街80号,106.5242,,29.3837
532,融恒·盈嘉中心,观音桥步行街2号,106.5337,,29.573
533,龙湖重庆U城天街,大学城北路97号,106.2935,,29.606
534,爱琴海购物公园,金开大道1003号,106.5483,,29.641
535,龙湖重庆时代天街,长江二路174号,106.5119,,29.5356
536,万达百货,南城大道8号万达广场1-4层,106.5689,,29.526
537,永辉广场,盘溪路教科院华渝实验学校对面,106.4801,,29.5896
538,重庆IFS,江北嘴庆云路一号,106.5735,,29.5763
539,财信广场,江北嘴金沙门路56号,106.5716,,29.5715
540,东原1891,南滨路80号,106.5888,,29.545
541,王府井百货,沙坪坝小新街49号,106.4641,,29.5569
542,仁安N+,新溉大道881号,106.5585,,29.5993
543,大坪英利大融城,大坪正街19号,106.5164,,29.5398
544,金辉铜元道,南滨路12-18号,106.5426,,29.5372
545,炫地购物中心,天陈路1号,106.46,,29.5573
546,江北大融城,建新北路8号,106.5324,,29.5753
547,万达广场,北滨大道二段998号,108.3842,,30.8112
548,星天广场,观音桥东环路59号附2号,106.5339,,29.5766
549,英利国际金融中心,民权路26号英利·大融城1层底商,106.5751,,29.5563
550,重庆天地,化龙桥瑞天路156号,106.5096,,29.5533
551,棕榈MALL,万年路,106.5422,,29.6371
552,万象城,谢家湾街道谢家湾正街51号,106.518,,29.5166
553,万达广场,冯时行路与安礼路交叉口东南侧,106.3901,,29.7977
554,熙街,景苑路8号,106.3036,,29.6055
555,万达广场,龙洲大道5号,106.5442,,29.3985
556,大都会东方广场,邹容路68号,106.5793,,29.5577
557,亿象城,南坪商圈南坪广场UG亿象城数码商业街,106.5676,,29.5284
558,悦地购物中心,通江大道186号,106.6427,,29.4889
559,时代天街D馆,长江二路121号,106.5133,,29.5339
560,时代天街C馆,时代大道龙湖时代天街内,106.5119,,29.5363
561,鲤鱼池42号艺术公园商业,观音桥街道鲤鱼池路鲤鱼池三村42号,106.5454,,29.5786
562,新世纪百货,青年路18号解放碑步行街,106.5756,,29.5575
563,龙湖北城天街,洋河路6，8，10号,106.5334,,29.5779
564,华宇广场,渝碚路15号,106.4623,,29.5555
565,WFC环球购物中心,民族路188号,106.5778,,29.5591
566,新光里,嘉州路92号,106.5206,,29.5947
567,新世纪百货·凯瑞商都,双巷子街6号煌华·新纪元购物广场1-5层,106.4618,,29.5582
568,重百大楼,民权路2号,106.5763,,29.5572
569,龙湖源著天街,福康路25号,106.4891,,29.5995
570,印象汇,小龙坎新街029号华宇广场1号,106.463,,29.5566
571,新世纪百货世纪新都店,观音桥步行街9号苏宁电器南行100米,106.5322,,29.573
572,爱融荟城,龙山一路冉家坝地铁站2号/3号出口,106.4996,,29.6003
573,洪崖洞商业街,嘉陵江滨江路88号洪崖洞风景区,106.579,,29.5622
574,新世纪百货,南坪街道南坪北路8号,106.5656,,29.5302
575,PARK108国泰优活城市广场,五四路国泰艺术中心前面,106.5761,,29.5585
576,重庆财富购物中心,洪湖东路1号,106.5087,,29.6087
577,长嘉汇购物公园,南滨路泰昌路69号,106.5878,,29.5805
578,SM广场,松石大道148号,106.495,,29.5829
579,水木天地都会广场,双湖路1号,106.6176,,29.6959
580,N37品质生活中心,黄山大道中段6号星汇两江艺术商业中心6区6楼,106.504,,29.6175
581,金港国际,滨港路49号,106.6327,,29.7167
582,动力国际购物广场,泰山大道东段62号,106.5535,,29.6033
583,协信星光天地,经纬大道776号,106.5015,,29.5455
584,金科美邻汇,斑竹路与红竹路交叉口东南150米,106.4754,,29.6221
585,恒大中渝广场,新溉大道与红锦大道交口东南角,106.5218,,29.5982
586,圣名世贸城,两港大道与银梭大道交叉口南200米,106.6228,,29.6568
587,不夜九街,北城天街桃花园小区B区底商,106.5434,,29.5797
588,天琴座,北部新区黄山大道中段6号5、6区N37天琴座,106.5039,,29.6174
589,远东百货,解放碑邹容路68号,106.5787,,29.5576
590,KLand小时代梦想艺术乐园,袁家岗奥体路1号,106.5115,,29.5285
591,中新城上城,奥体路1号,106.5114,,29.5288
592,石桥Style广场,渝州路59号,106.4914,,29.5347
593,万汇中心,北城天街38号,106.5417,,29.5795
594,协信星光天地,金开大道70号,106.5327,,29.628
595,金源时代购物广场,北滨一路368号,106.525,,29.5571
596,沙磁巷,沙滨路,106.4548,,29.5804
597,龙湖星悦荟,北滨一路258号,106.5477,,29.5697
598,蘭亭新都汇,兴科大道331号,106.6016,,29.689
599,东原悦荟新新Park,大石坝红石路37号,106.4971,,29.571
600,金月湾广场,世博北路与东源路交叉口北150米,113.7821,,23.031
601,万达广场,东纵路208号,113.7807,,23.035
602,万达广场,体育路8号,113.6728,,22.9423
603,天河城百货,东莞大道第一国际财富中心七区1、2楼,113.7559,,23.0096
604,第一国际,南城图书馆行政中心国际会展中心对面鸿福东路,113.755,,23.0087
605,汇一城,鸿福路200号第一国际附近,113.7547,,23.0068
606,嘉荣SPAR购物广场,东升路229号星河城2层嘉荣超市,113.7915,,23.0217
607,民盈·国贸城,东城街道火炼树社区鸿福东路1号,113.7629,,23.0124
608,万达广场,虎门镇连升北路388号,113.6835,,22.8341
609,星河城,东晟路229号,113.7905,,23.0221
610,万科城市广场,旗峰路与东城西路交叉口东侧,113.7656,,23.0244
611,君尚百货,东纵大道111号愉景威尼斯广场内,113.7726,,23.0386
612,万科广场,长青南路1号,113.8001,,22.8008
613,天虹,虎门镇金洲社区地标广场天虹1楼,113.6874,,22.8093
614,南城印象汇,鸿福路90号,113.745,,23.0149
615,家汇生活广场,万江大道与银龙路交汇处,113.7164,,23.0347
616,汇勝城,莞太路与三元路交汇处,113.7395,,23.0104
617,汉邦66广场,兴隆路66号,113.6635,,22.9327
618,海雅百货,东城路283号世博广场A区,113.7768,,23.0317
619,蜂汇广场,宏二路与宏图路交叉口,113.7215,,22.9825
620,世博广场,东城路283号,113.778,,23.032
621,万润广场,香市路,113.8694,,22.9979
622,百花时代广场,常平镇市场路1号,113.9947,,22.9746
623,海雅百货,鸿福西路曼哈顿时代83号,113.7416,,23.0173
624,华阳湖创客坊,古梅北路古梅体育馆对面,113.5745,,23.0581
625,万科生活广场,迎宾大道1号,114.0794,,22.8097
626,莱蒙商业中心,鸿福路88号,113.7443,,23.0154
627,喜悦里购物广场,茶山镇茶兴中路与吉祥北路交汇处东北侧,113.8799,,23.0707
628,AEON永旺,朗东路与常朗路交叉口,113.9476,,22.9544
629,万科生活广场,科技产业园区新竹路7号,113.8931,,22.9306
630,天虹,德政中路222号,113.8048,,22.8132
631,汇星商业中心,裕兴路聚龙湾城建办公楼三楼,113.8698,,23.1079
632,地王广场,长青路303号,113.8005,,22.812
633,万达广场,东门中路1号,113.8214,,22.8089
634,常平供销社购物城,东兴路168号,113.9986,,22.9771
635,嘉荣SPAR购物广场,温塘学前路新世纪星城广场一二层,113.8007,,23.0383
636,益田假日天地,凤岗镇龙平南路1号,114.2076,,22.7192
637,华南MALL,万江路3号,113.7262,,23.035
638,艺展98休闲广场,众利路与艺展路交叉口东100米,113.7251,,22.9901
639,领尚天地,大岭山镇玉屏路11号,113.8284,,22.9067
640,嘉荣SPAR购物广场,汀山经济合作社商贸广场百悦商业中心二楼,113.7058,,22.931
641,明丰广场,康乐南路23号,113.6626,,22.9274
642,天虹,常平大道南埔路口,113.999,,22.9683
643,KKv,东莞大道火炼树民盈·国贸中心一楼,113.7619,,23.0123
644,黄河百货,雁田镇田南路,114.172,,22.6926
645,濠丰百货广场,溪头西路与下村六巷交叉口,113.6552,,22.8906
646,新世纪长盛广场,美景中路与长和街交叉口东北50米,113.931,,22.9313
647,嘉荣SPAR购物广场,安泰路与彩虹路交汇处龙珠广场,113.8676,,23.0718
648,万家福购物广场,望牛墩镇望联管理区聚福路文化广播中心3楼,113.6567,,23.0521
649,信华购物中心,长青南路6号,113.8019,,22.8013
650,嘉荣SPAR购物广场,中心北部板湖村环城路与北环路交界处中惠郡庭,114.0148,,22.9222
651,福嘉百货,上江城东路1号,113.7428,,23.0683
652,礼加诚购物广场,常平镇土塘村王氏港建大道,114.0339,,22.9589
653,景湖湾畔商业街商铺,富民步行街东莞南宏远新基管理区沿河路,113.7257,,23.0072
654,嘉荣,吉祥北路宏宇陶瓷旁,113.8783,,23.0692
655,万达百货,东纵路208号,113.7806,,23.0354
656,地王商业城,吉祥路与新兴街交叉口东南100米,114.0724,,22.9053
657,万国购物广场,科技路与丽海路交叉口,113.6333,,22.8461
658,万信佳购物广场,牛山工业园山湖路120号,113.7718,,22.9592
659,嘉荣SPAR购物广场,环市东路1号东港城花园裙楼,114.0993,,22.826
660,南铭购物中心,富康路46-48号,113.9264,,22.9508
661,星光城,莞樟路与环城路交汇处,114.0126,,22.9154
662,喜乐福购物广场,振兴东七路与景福一横路交叉口西50米,113.678,,23.0074
663,新天地,王屋向西路信德堂药房旁,113.6857,,22.8265
664,时代城百货,塘厦镇花园新街1号,114.1026,,22.8095
665,联大家私商场-A馆,莞樟路辅路87号附近,113.813,,23.0296
666,嘉荣SPAR购物广场,中山路383号,113.9647,,23.0219
667,好永百货,虎门镇路长元二路1号铺,113.7108,,22.7694
668,上悦汇,桥头镇桥光大道桥头段165号,114.0983,,23.019
669,悦港汇,塘厦镇环市西路2号,114.0813,,22.8102
670,嘉荣SPAR购物广场,业东兴大道北东浦农贸市场,114.0948,,22.8028
671,大和名店城,美景中路216号,113.9388,,22.935
672,东港城商业中心,中堂镇新兴路,113.6627,,23.0959
673,万和百货,振兴南路78号,113.723,,23.0754
674,家丰时装购物广场,长安镇沙头南区猫山北路50号,113.7598,,22.7757
675,彩怡百货,宏伟路1号,113.7541,,22.9953
676,嘉荣SPAR购物广场,堂镇中麻路中新商贸广场后面,113.6509,,23.0891
677,中孚商业中心,绿色路28号,113.7474,,22.9778
678,南博商业中心,樟木头镇樟木头南博商务写字楼,114.0772,,22.9036
679,星汇置地广场商铺,常平大道与东征路交汇处,114.0125,,22.981
680,嘉荣购物广场,万江区万福路都会广场C座首层,113.7353,,23.0486
681,君汇时代广场,会展东路与家具大道交叉口东200米,113.6624,,22.9025
682,雅园综合市场,南城区雅园村,113.7579,,22.9731
683,新高购物广场,永盛大街51号,114.1388,,22.7432
684,现代广场,绿化中路2号,113.8542,,23.1097
685,新世纪颐龙湾,新区大道与颐龙东路交叉口西北200米,113.7566,,23.0864
686,卡布斯国际广场商铺,东莞大道东侧百安居对面,113.7565,,23.0051
687,黄河百货,商业大街昌盛路与永昌路交口近永盛大街,114.1398,,22.7461
688,嘉荣SPAR购物广场,美景大道新市场二楼,113.9387,,22.9347
689,地王广场,东纵大道8号,113.7643,,23.0386
690,百家乐购物广场,虎门镇白沙五村创兴路与白沙连升北路,113.6703,,22.8494
691,华城百货,嘉宾路,113.9756,,22.8332
692,东港城商业中心,沙田大道粤港花园西南,113.6189,,22.9054
693,嘉荣SPAR购物广场,长泰路东泰花园泰和商业街109号,113.7651,,23.001
694,大和百货,桥光大道162号,114.0973,,23.019
695,悦华百货,人民中路10号,113.6758,,22.826
696,名汇城,新芬路34号东北,113.7556,,23.0402
697,天和百货,永宁路1号樟罗商业城,114.0672,,22.9049
698,虎门国际购物中心,连升中路11号,113.6841,,22.8141
699,嘉怀百货,虎门镇怀德路大坑村5号,113.7279,,22.8317
700,凯德广场云尚,云城西路890号,113.2694,,23.181
701,保利时光里,建设大马路18号,113.2819,,23.1369
702,K11购物艺术中心,珠江东路6号,113.3264,,23.1181
703,ifc国金天地,珠江西路5号广州国际金融中心,113.323,,23.1185
704,天环广场,天河路218号,113.3247,,23.1323
705,高德置地广场,珠江新城花城大道85号,113.3218,,23.1203
706,百信广场,机场路1399号,113.2618,,23.1946
707,正佳广场,天河路228号,113.327,,23.1322
708,基盛万科中央公园,兴泰路296号,113.3871,,22.9318
709,万菱汇,天河路230-232号,113.329,,23.1327
710,永旺梦乐城,沙凤三路1号金沙洲商业中心,113.1946,,23.1499
711,花城汇,珠江东路30号花城广场,113.3242,,23.1205
712,花城汇,黄埔大道西74号,113.3247,,23.1264
713,天河城百货,天河路208号天河城2-7层,113.3231,,23.1323
714,时尚天河商业广场,天河路299号,113.3252,,23.134
715,骏壹万邦广场,曙光大道81号,113.2267,,23.4059
716,侨鑫国际商场,华夏路与华明路交口东北角,113.3218,,23.1226
717,同和金铂天地,广州大道北同和大街1号,113.3257,,23.1964
718,东方宝泰购物广场,林和中路63号,113.3247,,23.1476
719,天汇广场igc,兴民路222号,113.3318,,23.1158
720,粤海仰忠汇,北京路168号,113.2701,,23.1196
721,奥园广场,桥南街福德路281号,113.3583,,22.9242
722,友谊商店,环市东路369号,113.2874,,23.1376
723,广州天河城购物中心,天河路208号,113.3226,,23.1324
724,天河城百货,中山大道中437号天银商贸大厦,113.4047,,23.122
725,友谊商店,珠江西路5号,113.3227,,23.1189
726,5号停机坪购物广场,云霄路353栋旧白云机场候机楼内,113.2654,,23.1808
727,广州来又来时尚购物广场,新华龙珠路39号,113.2321,,23.3982
728,Hi百货,天河路228号正佳广场4层,113.3271,,23.1321
729,丽柏广场,环市东路367号,113.2865,,23.1376
730,太古汇,天河路383号,113.3326,,23.134
731,祈福缤纷世界,福怡路38号,113.3324,,22.9696
732,太阳新天地购物中心,马场路36号,113.3441,,23.1237
733,广百百货,北京路295号,113.2684,,23.1234
734,万国奥特莱斯,前进路40号,113.2733,,23.102
735,GOGO新天地,大学城中大东一路与贝岗村大街交叉口东北角,113.3919,,23.0622
736,江燕路·万科里,江燕路99号,113.2793,,23.0824
737,丽影广场,新港中路352号,113.3202,,23.0958
738,中华广场,中山三路33号,113.2831,,23.1256
739,亚运城广场,石楼镇康体路43号,113.4767,,22.9419
740,漫广场,中山大道中1242号,113.4249,,23.1125
741,奥园城市天地,汉溪路163号,113.3337,,22.9924
742,天娱广场,天河路621-625号,113.34,,23.1357
743,万达广场,双山大道3号,113.5324,,22.7946
744,广州融创茂广场,平步大道与凤凰北路交叉口,113.2331,,23.4253
745,高德置地冬广场,珠江东路11号,113.327,,23.12
746,万达广场,增城大道69号,113.8154,,23.276
747,白云汇广场,黄石东路88号,113.2691,,23.2027
748,荔胜广百广场,花地大道中66号,113.2329,,23.0786
749,嘉裕太阳城广场,广州大道北1811号,113.3268,,23.1875
750,尚品天河,石牌西路1-7号,113.3381,,23.1333
751,五月花商业广场,中山五路68号,113.2668,,23.1259
752,时尚天河店,天河路299号时尚天河商业广场B2层,113.3252,,23.134
753,海印又一城,番禺大道北383号,113.3492,,22.9986
754,广百百货,天河路200号,113.3211,,23.1331
755,万胜广场,新港东路1236号,113.3828,,23.0972
756,文立方,二沙岛晴波路9号,113.3022,,23.1079
757,佳兆业广场,体育西路191号,113.3209,,23.1403
758,西城都荟,黄沙大道8号,113.2402,,23.11
759,保利时光汇·克洛维,华强路9号,113.3198,,23.1264
760,安华汇,白云大道北756号,113.296,,23.2169
761,六元素·体验天地,新港东路1088号,113.3725,,23.0964
762,钻汇广场,富华西路2号,113.3626,,22.9478
763,新塘万达广场,新塘镇章陂工业大道西侧,113.6174,,23.1522
764,中信广场,天河北路233号,113.3248,,23.1421
765,天河又一城,体育西路54号南段,113.3221,,23.1335
766,江南新地,江南西路46号,113.2709,,23.095
767,动漫星城广场,中山五路吉祥路1号,113.2651,,23.1257
768,永旺梦乐城,亚运大道1号,113.3881,,22.9371
769,天河城百货,迎宾路万博中心内,113.3419,,23.0088
770,永旺,凤妍苑二街1号,113.5767,,23.1253
771,东山百货,花地大道北200号,113.2332,,23.0912
772,摩登百货,天河路611号,113.3391,,23.1355
773,天河城百货,奥体南路12号优托邦1层,113.4161,,23.1296
774,VT101维多利广场,体育西路101号,113.3211,,23.1348
775,新大新,中山五路4号,113.2686,,23.1257
776,万象购物街,地铁一号线芳村站D出口,113.2354,,23.0964
777,友谊商店,天河路228号正佳广场1层到4层,113.3276,,23.1318
778,缤纷天地,云城西路880号,113.2688,,23.1802
779,广百百货,龙珠路41号广百新一城,113.2329,,23.3983
780,新光百货,东晓南路1290号新光百货1楼C09室铺,113.2924,,23.0725
781,东山百货大楼,署前路3号,113.2947,,23.1225
782,广百黄金珠宝大厦,中山四路395号广百黄金珠宝大厦1层,113.2693,,23.1253
783,上下九广场,下九路92号,113.2483,,23.1147
784,荔园新天地,西环路1500-1520号,113.3456,,22.9196
785,芳村万象,荣兴路与花地大道北交叉口,113.2358,,23.0976
786,珠影星光城,新港中路354号,113.3214,,23.0946
787,东方文德广场,文德北路68号,113.272,,23.1233
788,保利广场,新港东路10号保利广场,113.3836,,23.0987
789,高志大厦,黄埔大道西120号,113.3398,,23.1257
790,广百百货,广州大道北1419号佳润广场1-3层,113.3208,,23.1813
791,新大新,市桥街繁华路易发商业中心1-4层及东宝商业楼1-4层,113.3629,,22.941
792,聚味珠江道美食广场,珠江新城猎德大道30号,113.3343,,23.1201
793,万达广场,云城东路501号,113.2669,,23.1725
794,流花展贸中心,流花路117号,113.2585,,23.1411
795,惠润广场,丰乐南路446号黄埔花园旁,113.4564,,23.1006
796,富力海珠城ICON,江南大道中180号,113.2739,,23.0954
797,天河城百货,北京路一街238号,113.2702,,23.1226
798,白云绿地中心,云城西路与齐心路交叉口,113.2693,,23.1808
799,万菱广场,解放南路39号,113.2625,,23.1146
800,海珠新都荟广场,东晓南路1290号,113.2926,,23.0724
801,优托邦,科学大道195号,113.4519,,23.1694
802,雄峰城,钟村街锦绣生态园西侧,113.3045,,22.9711
803,万达广场,兴南大道320号,113.3492,,23.007
804,乐峰广场,都会路7号,113.259,,23.0888
805,天河万科广场,华观路1932号,113.4045,,23.1669
806,云门 NEW PARK,百顺北路1号,113.2924,,23.2357
807,诺德天街,万博商业区汉溪大道万达广场北100米,113.3523,,23.0099
808,富邦中心,中山七路51号,113.2527,,23.1251
809,广百百货,机场路1399号,113.2621,,23.1939
810,五羊新城广场,寺右新马路111-115号,113.313,,23.1203
811,润汇大厦,江南西路66号,113.2698,,23.0947
812,名店城,江南西路海洋石油大厦附近,113.2734,,23.0963
813,圣地新天地广场,南岸路45号,113.2294,,23.1326
814,四季天地,赤岗北路118号,113.3277,,23.1003
815,海港城购物中心,沿江东路418号,113.2827,,23.1138
816,东晓胜汇里,南洲北路5号,113.2952,,23.0717
817,光明广场,西湖路63号,113.2674,,23.1221
818,地王广场,较场西路26号,113.2836,,23.1256
819,广百新一城,宝岗大道498号,113.2663,,23.0935
820,保利大都汇,汉溪路163号,113.335,,22.9949
821,万达广场,科丰路89号,113.4666,,23.1686
822,恒宝广场,宝华路133号,113.2414,,23.1175
823,国茶荟,新港东路1066号负一层、首层至三层,113.3694,,23.0979
824,合生广场,广州大道南与叠景路交汇处,113.3139,,23.086
825,同乐汇,江南大道中99号,113.2715,,23.1041
826,优托邦,奥体南路12号四期,113.4152,,23.1302
827,龙洞美食广场,龙洞牌坊入来10米(金牛旁)大食袋自助火锅二楼,113.3662,,23.1941
828,捷登都会,中山五路70号,113.2658,,23.126
829,岭南购物城,健康路21号,113.317,,23.0384
830,曜一城,天河北路721号,113.343,,23.142
831,燕汇广场,江燕路108号,113.2776,,23.0822
832,星座广场,中山大道中284号,113.4039,,23.1211
833,萝岗奥园广场,开创大道与香雪八路交汇处,113.4979,,23.1738
834,龙归金铂广场,龙岗路1号龙归,113.2941,,23.2675
835,广纸天地荟,工业大道广纸路40号,113.2684,,23.0741
836,王府井百货,农林下路40号王府井百货内,113.2984,,23.1296
837,海珠·合生生活天地,昌岗中路188号,113.2753,,23.0887
838,时代广场,天河北路28号,113.3172,,23.1404
839,龙洞商业广场,环村南街1号,113.3672,,23.1933
840,东汇城,荔城街府佑路98号,113.8196,,23.2846
841,佳润广场,广州大道北1419号,113.3205,,23.1814
842,摩登百货,大沙地黄埔东路1-9号,113.4493,,23.1011
843,西门口广场,中山七路50号,113.2529,,23.1269
844,万达百货,云城东路501号万达广场B1-4层,113.2672,,23.1729
845,梅花园广场,广州大道北28号,113.3211,,23.1786
846,百福广场,体育东路112号,113.329,,23.1353
847,寰城海航广场,天河北路365号,113.3286,,23.1421
848,中天购物城,天河北路233号,113.3247,,23.1422
849,纵横广场,新港中路456号,113.3306,,23.0959
850,金海岸城市广场,港口大道北与汇太西路交叉口旁,113.6027,,23.127
851,永福购物广场,106国道旁,113.2722,,23.2306
852,广州友谊OUTLETS购物中心,天河北路28号时代广场1-5层,113.3172,,23.1403
853,夏茅商业广场,石夏路自编8号,113.255,,23.2213
854,中旅商业城,中山五路217-255号,113.263,,23.125
855,永泰站生活广场,同泰路118号,113.3052,,23.2199
856,闲鱼创客美食港,天河路518号,113.3369,,23.1335
857,金佰利广场,文明路63号,113.2709,,23.1224
858,时代TIT广场,东圃大马路8号,113.4009,,23.1198
859,新光百货,康王中路666号新光城市广场内,113.2478,,23.1244
860,喜悦天地,光明北路223号,113.3613,,22.9478
861,奥园广场购物中心,福德路281号奥园广场4层403号商铺,113.3573,,22.9243
862,福乐多百货,黄村东路29号,113.4156,,23.122
863,天河城尚品荟,北京路粤海仰忠汇B1楼,113.27,,23.1196
864,摩登百货,广州大道北1420号,113.3222,,23.1815
865,番禺友谊商店,市桥繁华路38号，62号,113.3633,,22.9422
866,广百百货,农林下路37号,113.2971,,23.1292
867,城投地产花城·金沙汇,金沙洲路110号,113.206,,23.1579
868,海印缤纷广场,起义路1号,113.2649,,23.1154
869,新港商业城,新港中路304号,113.3257,,23.0955
870,中鼎名汇,丰乐北路与沙边东街交叉口东南150米,113.454,,23.1069
871,丰兴广场,天河路242号,113.3333,,23.1327
872,人人佳购物城,南华路国美电器旁,113.3891,,23.005
873,祈福缤纷乐园,市广路8号祈福缤纷世界内,113.3356,,22.9712
874,新光城市广场,康王中路600号,113.2479,,23.1245
875,合生骏景广场,天河中山大道190号,113.3821,,23.1249
876,富丽城购物广场,105国道大石路段257-259号,113.3111,,23.0262
877,兴发广场,石榴桥路109号东梯801兴发广场边上,113.2638,,23.1642
878,东风广场,越秀东风东路787号,113.3101,,23.1331
879,恒泰汇,太营路286号,113.3454,,23.2962
880,蓝天商场,江南大道中254-270号,113.2757,,23.0926
