,mall_name1,address1,lon1,lat1,mall_name2,address2,lon2,lat2,distance
0,万达广场,东纵路208号,113.7807,23.035,万达百货,东纵路208号,113.7806,23.0354,45.639912591804595
1,天河城百货,东莞大道第一国际财富中心七区1、2楼,113.7559,23.0096,第一国际,南城图书馆行政中心国际会展中心对面鸿福东路,113.755,23.0087,136.01478582311208
2,嘉荣SPAR购物广场,东升路229号星河城2层嘉荣超市,113.7915,23.0217,星河城,东晟路229号,113.7905,23.0221,111.58642930752222
3,民盈·国贸城,东城街道火炼树社区鸿福东路1号,113.7629,23.0124,KKv,东莞大道火炼树民盈·国贸中心一楼,113.7619,23.0123,102.94837429786983
4,南城印象汇,鸿福路90号,113.745,23.0149,莱蒙商业中心,鸿福路88号,113.7443,23.0154,90.68340493863842
5,海雅百货,东城路283号世博广场A区,113.7768,23.0317,世博广场,东城路283号,113.778,23.032,127.24790526135021
6,上悦汇,桥头镇桥光大道桥头段165号,114.0983,23.019,大和百货,桥光大道162号,114.0973,23.019,102.34105635090388
7,大和名店城,美景中路216号,113.9388,22.935,嘉荣SPAR购物广场,美景大道新市场二楼,113.9387,22.9347,34.89492080895255
