,mall_name1,address1,lon1,lat1,mall_name2,address2,lon2,lat2,distance
0,金鹰曲江购物中心,芙蓉南路芙蓉新天地1号楼,108.9737,34.2085,芙蓉新天地广场,芙蓉南路与曲江池西路丁字路口向西300米,108.9744,34.2079,92.70785295027268
1,万达广场,雁塔路北段8号,108.9621,34.2435,万达百货,雁塔北路8号万达广场1-4层,108.9628,34.2436,65.29747472736267
2,王府井百货熙地港店,未央路170号,108.9454,34.3378,CityOn熙地港（西安）购物中心,未央路170号,108.9461,34.3377,65.22643125509934
3,万达百货,解放路111号,108.9638,34.2679,万达广场,解放路111号五路口东南角,108.9643,34.2681,51.0455652030537
4,立丰国际购物广场,金花南路6号,108.9975,34.2474,百盛,金花南路59号,108.9972,34.2473,29.732206833587774
